timestamp_utc,trial_id,center_image,chosen_image,clicked_position,option_order
2026-04-14T12:49:16.384175+00:00,trial_17,network-snapshot-000320_41889.png,ESP_046829_2160_IRB.NOMAP.browse_12.jpg,0,ESP_046829_2160_IRB.NOMAP.browse_12.jpg;ESP_036556_1760_IRB.NOMAP.browse_0.jpg;ESP_037182_1885_IRB.NOMAP.browse_4.jpg;ESP_034679_2100_IRB.NOMAP.browse_12.jpg
2026-04-14T12:49:24.134995+00:00,trial_14,network-snapshot-000320_03737.png,ESP_027396_2615_IRB.NOMAP.browse_4.jpg,1,ESP_056708_1095_IRB.NOMAP.browse_21.jpg;ESP_027396_2615_IRB.NOMAP.browse_4.jpg;ESP_035876_2610_IRB.NOMAP.browse_1.jpg;ESP_044853_2580_IRB.NOMAP.browse_0.jpg
2026-04-14T12:49:29.135679+00:00,trial_31,network-snapshot-000320_46179.png,ESP_051149_1405_IRB.NOMAP.browse_4.jpg,2,ESP_056642_1030_IRB.NOMAP.browse_5.jpg;ESP_026686_1880_IRB.NOMAP.browse_26.jpg;ESP_051149_1405_IRB.NOMAP.browse_4.jpg;ESP_047304_1920_IRB.NOMAP.browse_10.jpg
2026-04-14T12:49:34.126952+00:00,trial_30,network-snapshot-000320_02669.png,ESP_055512_2225_IRB.NOMAP.browse_1.jpg,3,ESP_049656_2105_IRB.NOMAP.browse_1.jpg;ESP_037474_1380_IRB.NOMAP.browse_10.jpg;ESP_055268_2170_IRB.NOMAP.browse_2.jpg;ESP_055512_2225_IRB.NOMAP.browse_1.jpg
2026-04-14T12:49:41.787800+00:00,trial_1,network-snapshot-000320_13324.png,ESP_050309_1590_IRB.NOMAP.browse_0.jpg,1,ESP_046020_1770_IRB.NOMAP.browse_21.jpg;ESP_050309_1590_IRB.NOMAP.browse_0.jpg;ESP_032686_1540_IRB.NOMAP.browse_3.jpg;ESP_056871_1530_IRB.NOMAP.browse_17.jpg
2026-04-14T12:49:47.709855+00:00,trial_29,network-snapshot-000320_03455.png,ESP_046814_1335_IRB.NOMAP.browse_4.jpg,1,ESP_046724_1405_IRB.NOMAP.browse_4.jpg;ESP_046814_1335_IRB.NOMAP.browse_4.jpg;ESP_047207_2035_IRB.NOMAP.browse_4.jpg;ESP_054399_1695_IRB.NOMAP.browse_19.jpg
2026-04-14T12:49:55.179404+00:00,proto_01,network-snapshot-000320_13324.png,network-snapshot-000320_28474.png,2,network-snapshot-000320_16855.png;network-snapshot-000320_14198.png;network-snapshot-000320_28474.png;network-snapshot-000320_03835.png
2026-04-14T12:49:58.746117+00:00,trial_4,network-snapshot-000320_03835.png,ESP_032762_0930_IRB.NOMAP.browse_3.jpg,1,ESP_049534_0955_IRB.NOMAP.browse_7.jpg;ESP_032762_0930_IRB.NOMAP.browse_3.jpg;ESP_028910_2240_IRB.NOMAP.browse_8.jpg;ESP_049153_0930_IRB.NOMAP.browse_4.jpg
2026-04-14T12:50:01.957039+00:00,trial_9,network-snapshot-000320_20427.png,ESP_037500_1170_IRB.NOMAP.browse_4.jpg,2,ESP_056504_1065_IRB.NOMAP.browse_34.jpg;ESP_029412_0955_IRB.NOMAP.browse_6.jpg;ESP_037500_1170_IRB.NOMAP.browse_4.jpg;ESP_057344_1205_IRB.NOMAP.browse_0.jpg
2026-04-14T12:50:04.842238+00:00,trial_44,network-snapshot-000320_11976.png,ESP_034564_1765_IRB.NOMAP.browse_7.jpg,1,ESP_047687_1515_IRB.NOMAP.browse_14.jpg;ESP_034564_1765_IRB.NOMAP.browse_7.jpg;ESP_044254_1670_IRB.NOMAP.browse_5.jpg;ESP_048119_1745_IRB.NOMAP.browse_3.jpg
2026-04-14T12:50:09.077141+00:00,trial_48,network-snapshot-000320_03069.png,ESP_035038_1950_IRB.NOMAP.browse_0.jpg,1,ESP_033751_2065_IRB.NOMAP.browse_6.jpg;ESP_035038_1950_IRB.NOMAP.browse_0.jpg;ESP_053066_1580_IRB.NOMAP.browse_3.jpg;ESP_027038_1710_IRB.NOMAP.browse_9.jpg
2026-04-14T12:50:12.216445+00:00,trial_52,network-snapshot-000320_38251.png,ESP_047223_1345_IRB.NOMAP.browse_9.jpg,2,ESP_049075_0995_IRB.NOMAP.browse_7.jpg;ESP_027078_2205_IRB.NOMAP.browse_3.jpg;ESP_047223_1345_IRB.NOMAP.browse_9.jpg;ESP_054625_2245_IRB.NOMAP.browse_1.jpg
2026-04-14T12:50:17.394210+00:00,trial_50,network-snapshot-000320_18879.png,ESP_031904_0950_IRB.NOMAP.browse_5.jpg,0,ESP_031904_0950_IRB.NOMAP.browse_5.jpg;ESP_056155_1980_IRB.NOMAP.browse_6.jpg;ESP_056590_0945_IRB.NOMAP.browse_11.jpg;ESP_048584_0925_IRB.NOMAP.browse_1.jpg
